library,api,approach,type_of_doc,important_part,target_test,unique_coverage,explanation,category,impact
sklearn,sklearn.ensemble.ExtraTreesClassifier,api_rag_issues,gh_issues,"```
clf = ExtraTreesClassifier(bootstrap=False, oob_score=True)
clf.fit(X, y)
...
ValueError: Out of bag estimation only available if bootstrap=True
```","    def test_oob_score_with_bootstrap_false(self):
        # Test that setting oob_score=True with bootstrap=False raises an error
        with self.assertRaises(ValueError):
            clf = ExtraTreesClassifier(bootstrap=False, oob_score=True)
            clf.fit(self.X, self.y)","        if not self.bootstrap and self.oob_score:
            raise ValueError(""Out of bag estimation only available""
                             "" if bootstrap=True"")","Issue explicitly highlighted the ValueError raised by combining oob_score=True with bootstrap=False, prompting creation of a test that drives execution through that branch.",exception handling,high
sklearn,sklearn.utils.check_X_y,api_rag_all,apidoc,"accept_large_sparsebool, default=TrueIf a CSR, CSC, COO or BSR sparse matrix is supplied and accepted by accept_sparse, accept_large_sparse will cause it to be accepted only if its indices are stored with a 32-bit dtype.","    def test_accept_large_sparse(self):
        X = csr_matrix([[1, 2], [3, 4], [5, 6]], dtype=np.int64)
        y = [1, 2, 3]
        with self.assertRaises(ValueError):
            check_X_y(X, y, accept_sparse=True, accept_large_sparse=False)","        else:
            return #UNIQUE#","The API documentation explicitly describes how the accept_large_sparse flag affects sparse-matrix validation; this prompted the test that disables the flag and feeds an int64-indexed sparse matrix, exercising the early-return branch inside _check_large_sparse.",unique/complex input/parameters handling,high
sklearn,sklearn.utils.check_X_y,api_rag_issues,gh_issues,"Checks X and y for consistent length, enforces X 2d and y 1d.
Parameters:
  ensure_2d : boolean (default=True)
    Whether to make X at least 2d.","    def test_invalid_1d_X(self):
        X = np.array([1, 2, 3, 4])
        y = np.array([1, 2, 3, 4])
        with self.assertRaises(ValueError):
            check_X_y(X, y)","            if array.ndim == 1:
                raise ValueError(
                    ""Expected 2D array, got 1D array instead:\narray={}.
Reshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample."".format(array))","The issue text highlights that check_X_y enforces X to be 2-D, prompting the test that purposely passes a 1-D X and exercises the unique ValueError branch in check_array.",unique/complex input/parameters handling,high
sklearn,sklearn.utils.check_X_y,api_rag_issues,gh_issues,"X, y = check_X_y(X, y, accept_sparse=['csr', 'csc'])","    def test_sparse_matrix(self):
        X = sparse.csr_matrix([[1, 0], [0, 1]])
        y = np.array([1, 2])
        X_checked, y_checked = check_X_y(X, y, accept_sparse=True)
        self.assertTrue(sparse.issparse(X_checked))
        np.testing.assert_array_equal(y, y_checked)

    def test_sparse_matrix_not_accepted(self):
        X = sparse.csr_matrix([[1, 0], [0, 1]])
        y = np.array([1, 2])
        with self.assertRaises(TypeError):
            check_X_y(X, y, accept_sparse=False)","        if sp.issparse(array):
            _ensure_no_complex_data(array)
            array = _ensure_sparse_format(array, accept_sparse=accept_sparse,
                                          dtype=dtype, copy=copy,
                                          force_all_finite=force_all_finite,
                                          accept_large_sparse=accept_large_sparse)","The example showing accept_sparse led to tests that pass sparse inputs, hitting the specialised sparse-handling branch in check_array that is otherwise rarely executed.",API usage sequences,medium
sklearn,sklearn.preprocessing.PowerTransformer,api_rag_all,gh_issues,">>> print(pt.lambdas_)
Expected:
    [ 1.38668178 -3.10053309]","    def test_fit(self):
        # Test fitting the transformer
        pt = PowerTransformer()
        pt.fit(self.data)
        self.assertEqual(pt.n_features_in_, 2)
        self.assertEqual(len(pt.lambdas_), 2)",self.lambdas_ = np.asarray(lambdas)  # (inside PowerTransformer.fit),"Issue emphasises the lambdas_ attribute, so the test explicitly checks it after fit, exercising the assignment line that had not been executed by existing tests.",bug inducing,medium
sklearn,sklearn.preprocessing.PowerTransformer,api_rag_all,so_qnas,"## Powertransform. It will give an error: ""Input contains infinity or a value too large for dtype('float64')""","    def test_large_values(self):
        # Test handling of large values
        pt = PowerTransformer()
        with self.assertRaises(ValueError):
            pt.fit(self.data_large)","raise ValueError(msg_err.format(type_err, X.dtype))  # in sklearn/utils/validation.py::_assert_all_finite","The Q&A shows the ValueError path for large repeated numbers; the test reproduces it, hitting the validation branch that raises the error and had not been covered before.",exception handling,high
sklearn,sklearn.preprocessing.PowerTransformer,api_rag_all,apidoc,">>> pt = PowerTransformer()
>>> data = [[1, 2], [3, 2], [4, 5]]
>>> print(pt.transform(data))","    def test_inverse_transform(self):
        # Test inverse transformation
        pt = PowerTransformer()
        pt.fit(self.data)
        transformed_data = pt.transform(self.data)
        inverse_data = pt.inverse_transform(transformed_data)
        np.testing.assert_array_almost_equal(inverse_data, self.data)",X_inv = self._inverse_transform(X)  # part of PowerTransformer.inverse_transform,Example in API doc illustrates a round-trip transform; the test mirrors it and covers the inverse_transform code path that earlier suites did not reach.,standard use case,medium
sklearn,sklearn.preprocessing.PowerTransformer,api_rag_apidoc,apidoc,"‘box-cox’ [2], only works with strictly positive values","    def test_box_cox_method(self):
        pt = PowerTransformer(method='box-cox')
        with self.assertRaises(ValueError):
            pt.fit(self.data_mixed)  # Should raise an error due to negative values

        pt.fit(self.data_positive)
        transformed_data = pt.transform(self.data_positive)
        self.assertEqual(pt.method, 'box-cox')
        self.assertEqual(transformed_data.shape, self.data_positive.shape)","            raise ValueError( #UNIQUE#
                ""Cannot center sparse matrices: pass `with_mean=False` instead""
                "" See docstring for motivation and alternatives."")","The doc warns Box-Cox fails on non-positive data, so the test intentionally feeds negatives and asserts ValueError, exercising the unique error-raising branch in the scaler utility that Box-Cox ultimately triggers.",exception handling,high
sklearn,sklearn.preprocessing.PowerTransformer,api_rag_issues,gh_issues,"A = np.array([500,550,500]).reshape(-1,1)
pt = PowerTransformer(standardize=True)
A_ = pt.fit_transform(A)
print(A_)
print(A_.std())","    def test_fit_transform_standardization(self):
        # Test that the transformed data is standardized
        data = np.array([[500], [550], [500]])
        pt = PowerTransformer(standardize=True)
        transformed_data = pt.fit_transform(data)
        self.assertAlmostEqual(transformed_data.std(), 1.0, places=5)","            if self.with_std:
                X /= self.scale_",The GitHub issue shows that this concrete data sample resulted in a wrong std – the test repeats the sample and ends up executing the StandardScaler branch that divides by the scale (unique line).,bug inducing,high
sklearn,sklearn.preprocessing.PowerTransformer,api_rag_issues,gh_issues,">>> data = [[1, 2], [3, 2], [4, 5]]
>>> print(pt.lambdas_)","    def test_lambdas_attribute(self):
        data = np.array([[1, 2], [3, 2], [4, 5]])
        pt = PowerTransformer()
        pt.fit(data)
        self.assertEqual(pt.lambdas_.shape, (data.shape[1],))","        self.lambdas_ = np.array(lambdas)
        check_is_fitted(self, ""lambdas_"")","The doctest snippet about lambdas encouraged a check that fit really creates lambdas_, exercising the code that stores the attribute (unique line in fit path).",standard use case,medium
sklearn,sklearn.preprocessing.PowerTransformer,api_rag_issues,gh_issues,"RuntimeWarning: divide by zero encountered in log
PowerTransformer().fit_transform(a.reshape(-1,1))","    def test_divide_by_zero_warning(self):
        data = np.array([3251637.22, 620695.44, 11642969.00, 2223468.22, 85307500.00]).reshape(-1, 1)
        pt = PowerTransformer()
        transformed_data = pt.fit_transform(data)
        self.assertFalse(np.any(np.isinf(transformed_data)))",            loglike = -n_samples / 2 * np.log(x_trans.var()),"Issue highlighted divide-by-zero during variance computation; the reproduced data sample makes the optimisation routine run, reaching the variance-in-log line that is tagged as unique.",bug inducing,high
sklearn,sklearn.preprocessing.PowerTransformer,api_rag_sos,so_qnas,"X_log = transformer_X.fit_transform(X)

y_log = transformer_y.fit_transform(y)","    def test_yeo_johnson_transformation(self):
        data = np.array([1000]*100 + [980]).reshape(-1, 1)
        pt = PowerTransformer(method='yeo-johnson')
        transformed_data = pt.fit_transform(data)
        self.assertEqual(transformed_data.shape, data.shape)
        self.assertFalse(np.any(np.isinf(transformed_data)))
        self.assertFalse(np.any(np.isnan(transformed_data)))","return self._fit(X, y, force_transform=True) #UNIQUE#","The SO code sample explicitly uses `fit_transform`, prompting the test to use the same call and thus hit the `force_transform=True` branch inside `fit_transform`.",API usage sequences,high
sklearn,sklearn.preprocessing.PowerTransformer,api_rag_sos,so_qnas,"pt = PowerTransformer()
X_train[transform_list] = pt.fit_transform(X_train[transform_list])","    def test_box_cox_transformation(self):
        data = np.array([1000]*100 + [980]).reshape(-1, 1)
        pt = PowerTransformer(method='box-cox')
        transformed_data = pt.fit_transform(data)
        self.assertEqual(transformed_data.shape, data.shape)
        self.assertFalse(np.any(np.isinf(transformed_data)))
        self.assertFalse(np.any(np.isnan(transformed_data)))",X = self._scaler.fit_transform(X) #UNIQUE#,"The example showing `fit_transform` on training slices made the test adopt `fit_transform`, triggering the internal `_scaler.fit_transform` path executed only when `force_transform` is True.",API usage sequences,high
sklearn,sklearn.preprocessing.PowerTransformer,api_rag_sos,so_qnas,"data = np.array([1000]*100 + [980]).reshape(-1, 1)","    def test_constant_values(self):
        data = np.array([1000]*100).reshape(-1, 1)
        pt = PowerTransformer(method='yeo-johnson')
        transformed_data = pt.fit_transform(data)
        self.assertTrue(np.allclose(transformed_data, 0))","return self._fit(X, y, force_transform=True) #UNIQUE#","The dataset from the SO question (mostly constant, high-magnitude values) inspired the constant-value test which again relies on `fit_transform`, exercising the unique `force_transform=True` branch.",bug inducing,medium
sklearn,sklearn.model_selection.RandomizedSearchCV,api_rag_all,so_qnas,"param_grid = [
                  {'scaler': [StandardScaler()],
                   'feature_selection': [RFE(estimator=XGBClassifier(use_label_encoder=False, eval_metric='logloss'))],
                   'feature_selection__n_features_to_select': [3],
                   'classification': [XGBClassifier(use_label_encoder=False, eval_metric='logloss')],
                   'classification__n_estimators': [100, 200, 300, 400, 500, 600, 700, 800, 900, 1000],
                   'classification__max_depth': [2, 5, 10],
                   },
                  {'scaler': [StandardScaler()],
                   'feature_selection': [RFE(estimator=LogisticRegression())],
                   'feature_selection__n_features_to_select': [3],
                   'classification': [LogisticRegression()],
                   'classification__C': [0.1],
                   },
                  ]","    def test_randomized_search_cv_pipeline(self):
        # Test RandomizedSearchCV with a pipeline
        param_grid = [
            {'scaler': [StandardScaler()],
             'feature_selection': [RFE(estimator=LogisticRegression())],
             'feature_selection__n_features_to_select': [3],
             'classification': [LogisticRegression()],
             'classification__C': [0.1, 1, 10]},
            {'scaler': [StandardScaler()],
             'feature_selection': [RFE(estimator=RandomForestClassifier())],
             'feature_selection__n_features_to_select': [3],
             'classification': [RandomForestClassifier()],
             'classification__n_estimators': [10, 50, 100]}
        ]
        pipe = Pipeline(steps=[('scaler', StandardScaler()), ('feature_selection', RFE(estimator=LogisticRegression())), ('classification', LogisticRegression())])
        search = RandomizedSearchCV(pipe, param_grid, n_iter=10, random_state=0)
        search.fit(self.X_bc, self.y_bc)
        self.assertIsNotNone(search.best_params_)
        self.assertIsNotNone(search.best_score_)","            if ind >= total:
                # Try the next grid
                ind -= total #UNIQUE#","SO post demonstrated using RandomizedSearchCV with a list of separate param dictionaries, prompting the test to reproduce this and therefore trigger the grid-switching branch in ParameterSampler.__getitem__.",unique/complex input/parameters handling,high
